name,category,subcategory,text_to_embed
Titania TiO2 (Rutile),Ceramic,Oxide,Material Name: Titania TiO2 (Rutile). Category: Ceramic. Subcategory: Oxide. Formula: TiO2. Density: 4.26 g/cm3. Melting Point: 2116.0 °C. Thermal Conductivity: 8.0 W/m·K. Specific Heat: 690.0. Thermal Expansion: 8.2. Electrical Resistivity: 1000000.0. Tensile Strength: 100.0 MPa. Youngs Modulus: 290.0 GPa. Hardness Vickers: 1100.0. Poissons Ratio: 0.27.
Cordierite Mg2Al4Si5O18,Ceramic,Oxide,Material Name: Cordierite Mg2Al4Si5O18. Category: Ceramic. Subcategory: Oxide. Formula: Mg2Al4Si5O18. Density: 2.51 g/cm3. Melting Point: 1733.0 °C. Thermal Conductivity: 3.5 W/m·K. Specific Heat: 790.0. Thermal Expansion: 1.5. Electrical Resistivity: 1000000000000.0. Youngs Modulus: 135.0 GPa. Poissons Ratio: 0.25.
Borosilicate Glass,Ceramic,Glass,Material Name: Borosilicate Glass. Category: Ceramic. Subcategory: Glass. Formula: SiO2-B2O3. Density: 2.23 g/cm3. Melting Point: 1098.0 °C. Thermal Conductivity: 1.2 W/m·K. Specific Heat: 830.0. Thermal Expansion: 3.3. Electrical Resistivity: 100000000.0. Tensile Strength: 60.0 MPa. Youngs Modulus: 63.0 GPa. Hardness Vickers: 520.0. Poissons Ratio: 0.2.
Fused Silica SiO2,Ceramic,Glass,Material Name: Fused Silica SiO2. Category: Ceramic. Subcategory: Glass. Formula: SiO2. Density: 2.2 g/cm3. Melting Point: 1983.0 °C. Thermal Conductivity: 1.38 W/m·K. Specific Heat: 740.0. Thermal Expansion: 0.55. Electrical Resistivity: 1e+16. Tensile Strength: 50.0 MPa. Youngs Modulus: 72.0 GPa. Hardness Vickers: 1100.0. Poissons Ratio: 0.17.
Hydroxyapatite,Ceramic,Bioceramic,Material Name: Hydroxyapatite. Category: Ceramic. Subcategory: Bioceramic. Formula: Ca10(PO4)6(OH)2. Density: 3.16 g/cm3. Melting Point: 1823.0 °C. Thermal Conductivity: 1.3 W/m·K. Specific Heat: 700.0. Thermal Expansion: 11.5. Electrical Resistivity: 10000000000.0. Tensile Strength: 40.0 MPa. Youngs Modulus: 117.0 GPa. Hardness Vickers: 600.0. Poissons Ratio: 0.28.
Silicon,Semiconductor,Elemental,Material Name: Silicon. Category: Semiconductor. Subcategory: Elemental. Formula: Si. Density: 2.33 g/cm3. Melting Point: 1687.0 °C. Boiling Point: 3538.0. Thermal Conductivity: 150.0 W/m·K. Specific Heat: 712.0. Thermal Expansion: 2.6. Electrical Resistivity: 640.0. Tensile Strength: 7000.0 MPa. Youngs Modulus: 185.0 GPa. Hardness Vickers: 1000.0. Poissons Ratio: 0.28.
Germanium,Semiconductor,Elemental,Material Name: Germanium. Category: Semiconductor. Subcategory: Elemental. Formula: Ge. Density: 5.32 g/cm3. Melting Point: 1211.0 °C. Boiling Point: 3106.0. Thermal Conductivity: 60.0 W/m·K. Specific Heat: 321.0. Thermal Expansion: 5.8. Electrical Resistivity: 0.46. Youngs Modulus: 130.0 GPa. Hardness Vickers: 692.0. Poissons Ratio: 0.26.
Gallium Arsenide GaAs,Semiconductor,III-V,Material Name: Gallium Arsenide GaAs. Category: Semiconductor. Subcategory: III-V. Formula: GaAs. Density: 5.32 g/cm3. Melting Point: 1511.0 °C. Thermal Conductivity: 46.0 W/m·K. Specific Heat: 330.0. Thermal Expansion: 6.0. Electrical Resistivity: 0.001. Youngs Modulus: 86.0 GPa. Hardness Vickers: 750.0. Poissons Ratio: 0.31.
Gallium Nitride GaN,Semiconductor,III-V,Material Name: Gallium Nitride GaN. Category: Semiconductor. Subcategory: III-V. Formula: GaN. Density: 6.15 g/cm3. Melting Point: 2773.0 °C. Thermal Conductivity: 130.0 W/m·K. Specific Heat: 490.0. Thermal Expansion: 5.6. Electrical Resistivity: 0.001. Youngs Modulus: 181.0 GPa. Hardness Vickers: 1580.0. Poissons Ratio: 0.35.
PTFE Teflon,Polymer,Fluoropolymer,Material Name: PTFE Teflon. Category: Polymer. Subcategory: Fluoropolymer. Formula: (C2F4)n. Density: 2.2 g/cm3. Melting Point: 600.0 °C. Thermal Conductivity: 0.25 W/m·K. Specific Heat: 1000.0. Thermal Expansion: 135.0. Electrical Resistivity: 1e+16. Tensile Strength: 31.0 MPa. Youngs Modulus: 0.5 GPa. Poissons Ratio: 0.46. Processing Temp Min C: 340.0. Processing Temp Max C: 380.0. Crystallinity: 95.0.
PEEK,Polymer,Thermoplastic,Material Name: PEEK. Category: Polymer. Subcategory: Thermoplastic. Formula: (C19H12O3)n. Density: 1.32 g/cm3. Melting Point: 616.0 °C. Thermal Conductivity: 0.25 W/m·K. Specific Heat: 320.0. Thermal Expansion: 47.0. Electrical Resistivity: 49000000000000.0. Yield Strength: 91.0 MPa. Tensile Strength: 100.0 MPa. Youngs Modulus: 3.6 GPa. Poissons Ratio: 0.4. Glass Transition Temp: 416.15 °C. Heat Deflection Temp: 433.15 °C. Processing Temp Min C: 360.0. Processing Temp Max C: 410.0. Crystallinity: 30.0.
Nylon 6/6 PA66,Polymer,Polyamide,Material Name: Nylon 6/6 PA66. Category: Polymer. Subcategory: Polyamide. Formula: (C12H22N2O2)n. Density: 1.14 g/cm3. Melting Point: 538.0 °C. Thermal Conductivity: 0.25 W/m·K. Specific Heat: 1700.0. Thermal Expansion: 80.0. Electrical Resistivity: 1000000000000.0. Yield Strength: 60.0 MPa. Tensile Strength: 83.0 MPa. Youngs Modulus: 3.0 GPa. Poissons Ratio: 0.4. Glass Transition Temp: 323.15 °C. Heat Deflection Temp: 343.15 °C. Processing Temp Min C: 250.0. Processing Temp Max C: 290.0. Crystallinity: 35.0.
Polycarbonate PC,Polymer,Thermoplastic,Material Name: Polycarbonate PC. Category: Polymer. Subcategory: Thermoplastic. Formula: (C15H16O2)n. Density: 1.2 g/cm3. Melting Point: 423.0 °C. Thermal Conductivity: 0.2 W/m·K. Specific Heat: 1200.0. Thermal Expansion: 65.0. Electrical Resistivity: 100000000000000.0. Yield Strength: 55.0 MPa. Tensile Strength: 65.0 MPa. Youngs Modulus: 2.6 GPa. Poissons Ratio: 0.37. Glass Transition Temp: 420.15 °C. Heat Deflection Temp: 401.15 °C. Processing Temp Min C: 260.0. Processing Temp Max C: 320.0. Crystallinity: 0.0.
Polypropylene PP,Polymer,Thermoplastic,Material Name: Polypropylene PP. Category: Polymer. Subcategory: Thermoplastic. Formula: (C3H6)n. Density: 0.9 g/cm3. Melting Point: 433.0 °C. Thermal Conductivity: 0.22 W/m·K. Specific Heat: 1700.0. Thermal Expansion: 100.0. Electrical Resistivity: 100000000000000.0. Yield Strength: 30.0 MPa. Tensile Strength: 35.0 MPa. Youngs Modulus: 1.4 GPa. Poissons Ratio: 0.42. Glass Transition Temp: 263.15 °C. Heat Deflection Temp: 333.15 °C. Processing Temp Min C: 220.0. Processing Temp Max C: 250.0. Crystallinity: 50.0.
Ultem PEI,Polymer,Thermoplastic,Material Name: Ultem PEI. Category: Polymer. Subcategory: Thermoplastic. Formula: (C37H24N2O6)n. Density: 1.27 g/cm3. Melting Point: 490.0 °C. Thermal Conductivity: 0.22 W/m·K. Specific Heat: 1100.0. Thermal Expansion: 56.0. Electrical Resistivity: 1000000000000000.0. Yield Strength: 105.0 MPa. Tensile Strength: 105.0 MPa. Youngs Modulus: 3.3 GPa. Poissons Ratio: 0.36. Glass Transition Temp: 490.15 °C. Heat Deflection Temp: 473.15 °C. Processing Temp Min C: 340.0. Processing Temp Max C: 390.0. Crystallinity: 0.0.
CFRP Unidirectional,Composite,PMC,Material Name: CFRP Unidirectional. Category: Composite. Subcategory: PMC. Formula: C/Epoxy. Density: 1.55 g/cm3. Thermal Conductivity: 5.0 W/m·K. Specific Heat: 1050.0. Thermal Expansion: 0.5. Electrical Resistivity: 1.7e-05. Tensile Strength: 1500.0 MPa. Youngs Modulus: 135.0 GPa. Poissons Ratio: 0.3. Processing Temp Min C: 230.0. Processing Temp Max C: 280.0. Fracture Toughness: 80.0. Interlaminar Shear Strength: 60.0. Fiber Volume Fraction: 60.0.
GFRP Woven,Composite,PMC,Material Name: GFRP Woven. Category: Composite. Subcategory: PMC. Formula: SiO2/Epoxy. Density: 1.8 g/cm3. Thermal Conductivity: 0.35 W/m·K. Specific Heat: 1000.0. Thermal Expansion: 11.0. Electrical Resistivity: 1000000000000.0. Tensile Strength: 900.0 MPa. Youngs Modulus: 40.0 GPa. Poissons Ratio: 0.25. Processing Temp Min C: 220.0. Processing Temp Max C: 270.0. Fracture Toughness: 45.0. Interlaminar Shear Strength: 50.0. Fiber Volume Fraction: 50.0.
Al-SiC Metal Matrix Composite,Composite,MMC,Material Name: Al-SiC Metal Matrix Composite. Category: Composite. Subcategory: MMC. Formula: Al-SiC. Density: 2.9 g/cm3. Thermal Conductivity: 170.0 W/m·K. Specific Heat: 864.0. Thermal Expansion: 12.4. Electrical Resistivity: 4e-08. Yield Strength: 310.0 MPa. Tensile Strength: 400.0 MPa. Youngs Modulus: 115.0 GPa. Hardness Vickers: 130.0. Poissons Ratio: 0.3.
Graphite Isotropic,Ceramic,Carbon,Material Name: Graphite Isotropic. Category: Ceramic. Subcategory: Carbon. Formula: C. Density: 1.81 g/cm3. Melting Point: 3948.0 °C. Thermal Conductivity: 120.0 W/m·K. Specific Heat: 720.0. Thermal Expansion: 4.0. Electrical Resistivity: 1.3e-05. Tensile Strength: 50.0 MPa. Youngs Modulus: 10.0 GPa. Poissons Ratio: 0.2.
TiCuSiAs,Ceramic,Mixed,Material Name: TiCuSiAs. Category: Ceramic. Subcategory: Mixed. Formula: TiCuSiAs. Density: 5.956 g/cm3. Notes: JVASP-90856.
DyB6,Ceramic,Boride,Material Name: DyB6. Category: Ceramic. Subcategory: Boride. Formula: DyB6. Density: 5.522 g/cm3. Notes: JVASP-86097.
Be2OsRu,Metal,Non-Ferrous,Material Name: Be2OsRu. Category: Metal. Subcategory: Non-Ferrous. Formula: Be2OsRu. Density: 10.96 g/cm3. Notes: JVASP-64906.
KBi,Metal,Non-Ferrous,Material Name: KBi. Category: Metal. Subcategory: Non-Ferrous. Formula: KBi. Density: 5.145 g/cm3. Notes: JVASP-98225.
VSe2,Metal,Non-Ferrous,Material Name: VSe2. Category: Metal. Subcategory: Non-Ferrous. Formula: VSe2. Density: 5.718 g/cm3. Youngs Modulus: 80.88610801471407 GPa. Notes: JVASP-10.
TbMnSi,Ceramic,Mixed,Material Name: TbMnSi. Category: Ceramic. Subcategory: Mixed. Formula: TbMnSi. Density: 7.41 g/cm3. Notes: JVASP-14014.
Ba4NaBi,Metal,Non-Ferrous,Material Name: Ba4NaBi. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4NaBi. Density: 4.651 g/cm3. Youngs Modulus: 1.069394435351882 GPa. Notes: JVASP-64664.
SrFeO3,Ceramic,Oxide,Material Name: SrFeO3. Category: Ceramic. Subcategory: Oxide. Formula: SrFeO3. Density: 5.836 g/cm3. Notes: JVASP-22556.
LuNi4Sn,Metal,Superalloy,Material Name: LuNi4Sn. Category: Metal. Subcategory: Superalloy. Formula: LuNi4Sn. Density: 10.249 g/cm3. Notes: JVASP-86726.
MoW3Se2S6,Ceramic,Mixed,Material Name: MoW3Se2S6. Category: Ceramic. Subcategory: Mixed. Formula: MoW3Se2S6. Density: 5.388 g/cm3. Notes: JVASP-28634.
Ba4CeMn3O12,Ceramic,Oxide,Material Name: Ba4CeMn3O12. Category: Ceramic. Subcategory: Oxide. Formula: Ba4CeMn3O12. Density: 6.138 g/cm3. Notes: JVASP-98550.
Fe2SiO4,Ceramic,Oxide,Material Name: Fe2SiO4. Category: Ceramic. Subcategory: Oxide. Formula: Fe2SiO4. Density: 4.438 g/cm3. Notes: JVASP-89265.
Ba14Na14LiN6,Ceramic,Nitride,Material Name: Ba14Na14LiN6. Category: Ceramic. Subcategory: Nitride. Formula: Ba14Na14LiN6. Density: 2.887 g/cm3. Notes: JVASP-97915.
Ag2IO6,Ceramic,Oxide,Material Name: Ag2IO6. Category: Ceramic. Subcategory: Oxide. Formula: Ag2IO6. Density: 5.588 g/cm3. Notes: JVASP-90228.
Li4Mn3Cr3O12,Ceramic,Oxide,Material Name: Li4Mn3Cr3O12. Category: Ceramic. Subcategory: Oxide. Formula: Li4Mn3Cr3O12. Density: 4.401 g/cm3. Notes: JVASP-42300.
CdAs2O6,Ceramic,Oxide,Material Name: CdAs2O6. Category: Ceramic. Subcategory: Oxide. Formula: CdAs2O6. Density: 5.765 g/cm3. Notes: JVASP-86968.
FeOF,Ceramic,Oxide,Material Name: FeOF. Category: Ceramic. Subcategory: Oxide. Formula: FeOF. Density: 4.758 g/cm3. Notes: JVASP-90532.
Na2CuO2,Ceramic,Oxide,Material Name: Na2CuO2. Category: Ceramic. Subcategory: Oxide. Formula: Na2CuO2. Density: 3.544 g/cm3. Notes: JVASP-50332.
SmSb12Os4,Metal,Non-Ferrous,Material Name: SmSb12Os4. Category: Metal. Subcategory: Non-Ferrous. Formula: SmSb12Os4. Density: 9.359 g/cm3. Notes: JVASP-86205.
Mo3WSe6S2,Ceramic,Mixed,Material Name: Mo3WSe6S2. Category: Ceramic. Subcategory: Mixed. Formula: Mo3WSe6S2. Density: 5.106 g/cm3. Notes: JVASP-28704.
PdSe8Cl2,Ceramic,Mixed,Material Name: PdSe8Cl2. Category: Ceramic. Subcategory: Mixed. Formula: PdSe8Cl2. Density: 4.471 g/cm3. Notes: JVASP-60702.
BaGe2,Metal,Non-Ferrous,Material Name: BaGe2. Category: Metal. Subcategory: Non-Ferrous. Formula: BaGe2. Density: 5.124 g/cm3. Notes: JVASP-97799.
Te2Mo2WSe2S2,Ceramic,Mixed,Material Name: Te2Mo2WSe2S2. Category: Ceramic. Subcategory: Mixed. Formula: Te2Mo2WSe2S2. Density: 4.974 g/cm3. Notes: JVASP-28565.
LiSbF6,Ceramic,Mixed,Material Name: LiSbF6. Category: Ceramic. Subcategory: Mixed. Formula: LiSbF6. Density: 3.997 g/cm3. Notes: JVASP-86436.
AlAs,Metal,Non-Ferrous,Material Name: AlAs. Category: Metal. Subcategory: Non-Ferrous. Formula: AlAs. Density: 3.607 g/cm3. Youngs Modulus: 105.9126024318793 GPa. Notes: JVASP-1372.
SrB6,Ceramic,Boride,Material Name: SrB6. Category: Ceramic. Subcategory: Boride. Formula: SrB6. Density: 3.439 g/cm3. Youngs Modulus: 295.0195324675325 GPa. Notes: JVASP-14873.
SiS,Ceramic,Non-Oxide,Material Name: SiS. Category: Ceramic. Subcategory: Non-Oxide. Formula: SiS. Density: 0.633 g/cm3. Youngs Modulus: 12.81503355704698 GPa. Notes: JVASP-28397.
Ce2Al16Pt9,Metal,Non-Ferrous,Material Name: Ce2Al16Pt9. Category: Metal. Subcategory: Non-Ferrous. Formula: Ce2Al16Pt9. Density: 8.892 g/cm3. Notes: JVASP-98284.
Na2Si2Se5,Ceramic,Mixed,Material Name: Na2Si2Se5. Category: Ceramic. Subcategory: Mixed. Formula: Na2Si2Se5. Density: 3.419 g/cm3. Notes: JVASP-89025.
NaI,Metal,Non-Ferrous,Material Name: NaI. Category: Metal. Subcategory: Non-Ferrous. Formula: NaI. Density: 3.746 g/cm3. Youngs Modulus: 27.148687181073143 GPa. Notes: JVASP-1996.
LiMn5O3F5,Ceramic,Oxide,Material Name: LiMn5O3F5. Category: Ceramic. Subcategory: Oxide. Formula: LiMn5O3F5. Density: 4.019 g/cm3. Youngs Modulus: 65.0098578199052 GPa. Notes: JVASP-48166.
YCoC2,Ceramic,Carbide,Material Name: YCoC2. Category: Ceramic. Subcategory: Carbide. Formula: YCoC2. Density: 5.909 g/cm3. Youngs Modulus: 250.80591035490409 GPa. Notes: JVASP-15345.
Rb2PdI6,Metal,Non-Ferrous,Material Name: Rb2PdI6. Category: Metal. Subcategory: Non-Ferrous. Formula: Rb2PdI6. Density: 4.924 g/cm3. Notes: JVASP-97378.
TbTaO4,Ceramic,Oxide,Material Name: TbTaO4. Category: Ceramic. Subcategory: Oxide. Formula: TbTaO4. Density: 8.922 g/cm3. Notes: JVASP-97984.
Ni3Te2,Metal,Non-Ferrous,Material Name: Ni3Te2. Category: Metal. Subcategory: Non-Ferrous. Formula: Ni3Te2. Density: 8.151 g/cm3. Notes: JVASP-98224.
FeH8Cl2O4,Ceramic,Oxide,Material Name: FeH8Cl2O4. Category: Ceramic. Subcategory: Oxide. Formula: FeH8Cl2O4. Density: 2.081 g/cm3. Notes: JVASP-98167.
Ba4TaZn,Metal,Non-Ferrous,Material Name: Ba4TaZn. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TaZn. Density: 5.492 g/cm3. Notes: JVASP-64045.
Ba4CaRe,Metal,Non-Ferrous,Material Name: Ba4CaRe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4CaRe. Density: 5.496 g/cm3. Notes: JVASP-63912.
Ba4TeSe,Metal,Non-Ferrous,Material Name: Ba4TeSe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TeSe. Density: 5.329 g/cm3. Notes: JVASP-64003.
Ba4NaGe,Metal,Non-Ferrous,Material Name: Ba4NaGe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4NaGe. Density: 4.026 g/cm3. Notes: JVASP-64584.
Ba4HgPb,Metal,Non-Ferrous,Material Name: Ba4HgPb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4HgPb. Density: 6.204 g/cm3. Notes: JVASP-64240.
Bi3Sb,Metal,Non-Ferrous,Material Name: Bi3Sb. Category: Metal. Subcategory: Non-Ferrous. Formula: Bi3Sb. Density: 8.772 g/cm3. Notes: JVASP-107772.
Ba4YNb,Metal,Non-Ferrous,Material Name: Ba4YNb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4YNb. Density: 4.748 g/cm3. Notes: JVASP-64719.
K4MnMo4O15,Ceramic,Oxide,Material Name: K4MnMo4O15. Category: Ceramic. Subcategory: Oxide. Formula: K4MnMo4O15. Density: 3.689 g/cm3. Notes: JVASP-97499.
Ba4LiHf,Metal,Non-Ferrous,Material Name: Ba4LiHf. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4LiHf. Density: 4.519 g/cm3. Notes: JVASP-64377.
Xe,Ceramic,Elemental,Material Name: Xe. Category: Ceramic. Subcategory: Elemental. Formula: Xe. Density: 3.762 g/cm3. Youngs Modulus: 6.9707865168539325 GPa. Notes: JVASP-21210.
Rb2GeB4O9,Ceramic,Oxide,Material Name: Rb2GeB4O9. Category: Ceramic. Subcategory: Oxide. Formula: Rb2GeB4O9. Density: 3.296 g/cm3. Notes: JVASP-97677.
BeReBi4,Metal,Non-Ferrous,Material Name: BeReBi4. Category: Metal. Subcategory: Non-Ferrous. Formula: BeReBi4. Density: 9.288 g/cm3. Notes: JVASP-65101.
Ca4BeW,Metal,Non-Ferrous,Material Name: Ca4BeW. Category: Metal. Subcategory: Non-Ferrous. Formula: Ca4BeW. Density: 3.62 g/cm3. Youngs Modulus: 34.54916656615608 GPa. Notes: JVASP-65062.
Na2Cr2O7,Ceramic,Oxide,Material Name: Na2Cr2O7. Category: Ceramic. Subcategory: Oxide. Formula: Na2Cr2O7. Density: 2.796 g/cm3. Notes: JVASP-97570.
BeCu4W,Metal,Non-Ferrous,Material Name: BeCu4W. Category: Metal. Subcategory: Non-Ferrous. Formula: BeCu4W. Density: 9.833 g/cm3. Youngs Modulus: 146.1587714449988 GPa. Notes: JVASP-64983.
Ce3Si8Ni2,Ceramic,Mixed,Material Name: Ce3Si8Ni2. Category: Ceramic. Subcategory: Mixed. Formula: Ce3Si8Ni2. Density: 5.572 g/cm3. Notes: JVASP-98036.
SrV4Bi6O20,Ceramic,Oxide,Material Name: SrV4Bi6O20. Category: Ceramic. Subcategory: Oxide. Formula: SrV4Bi6O20. Density: 6.695 g/cm3. Notes: JVASP-98088.
RbVF3,Ceramic,Mixed,Material Name: RbVF3. Category: Ceramic. Subcategory: Mixed. Formula: RbVF3. Density: 4.54 g/cm3. Youngs Modulus: 94.4163080710392 GPa. Notes: JVASP-22587.
Sr2Ti2As2OF2,Ceramic,Oxide,Material Name: Sr2Ti2As2OF2. Category: Ceramic. Subcategory: Oxide. Formula: Sr2Ti2As2OF2. Density: 4.921 g/cm3. Notes: JVASP-89957.
YMg,Metal,Non-Ferrous,Material Name: YMg. Category: Metal. Subcategory: Non-Ferrous. Formula: YMg. Density: 3.485 g/cm3. Youngs Modulus: 69.92744165341813 GPa. Notes: JVASP-18912.
NiN6Cl2,Ceramic,Nitride,Material Name: NiN6Cl2. Category: Ceramic. Subcategory: Nitride. Formula: NiN6Cl2. Density: 3.069 g/cm3. Notes: JVASP-90428.
MnOF,Ceramic,Oxide,Material Name: MnOF. Category: Ceramic. Subcategory: Oxide. Formula: MnOF. Density: 4.462 g/cm3. Notes: JVASP-48091.
Te6Mo3WSe2,Metal,Non-Ferrous,Material Name: Te6Mo3WSe2. Category: Metal. Subcategory: Non-Ferrous. Formula: Te6Mo3WSe2. Density: 5.834 g/cm3. Notes: JVASP-29104.
Ba4MgBi,Metal,Non-Ferrous,Material Name: Ba4MgBi. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4MgBi. Density: 4.866 g/cm3. Notes: JVASP-64427.
KBaZn,Metal,Non-Ferrous,Material Name: KBaZn. Category: Metal. Subcategory: Non-Ferrous. Formula: KBaZn. Density: 2.971 g/cm3. Notes: JVASP-64129.
Ba4MnW,Metal,Non-Ferrous,Material Name: Ba4MnW. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4MnW. Density: 5.899 g/cm3. Notes: JVASP-64090.
Ba4VSe,Metal,Non-Ferrous,Material Name: Ba4VSe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4VSe. Density: 4.608 g/cm3. Notes: JVASP-64314.
Ba4TaIn,Metal,Non-Ferrous,Material Name: Ba4TaIn. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TaIn. Density: 5.838 g/cm3. Notes: JVASP-63956.
TiCrAgS4,Ceramic,Mixed,Material Name: TiCrAgS4. Category: Ceramic. Subcategory: Mixed. Formula: TiCrAgS4. Density: 4.206 g/cm3. Notes: JVASP-107735.
Ba4NbBi,Metal,Non-Ferrous,Material Name: Ba4NbBi. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4NbBi. Density: 5.719 g/cm3. Notes: JVASP-64861.
Ba4CaSn,Metal,Non-Ferrous,Material Name: Ba4CaSn. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4CaSn. Density: 4.277 g/cm3. Notes: JVASP-64780.
KMoP2O8,Ceramic,Oxide,Material Name: KMoP2O8. Category: Ceramic. Subcategory: Oxide. Formula: KMoP2O8. Density: 3.165 g/cm3. Notes: JVASP-98798.
Ba4HgSb,Metal,Non-Ferrous,Material Name: Ba4HgSb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4HgSb. Density: 5.796 g/cm3. Notes: JVASP-64512.
UNiSn,Metal,Non-Ferrous,Material Name: UNiSn. Category: Metal. Subcategory: Non-Ferrous. Formula: UNiSn. Density: 9.303 g/cm3. Notes: JVASP-53301.
Ba4CdSe,Metal,Non-Ferrous,Material Name: Ba4CdSe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4CdSe. Density: 4.926 g/cm3. Youngs Modulus: -7.179759979128619 GPa. Notes: JVASP-64184.
MnBeIr4,Metal,Non-Ferrous,Material Name: MnBeIr4. Category: Metal. Subcategory: Non-Ferrous. Formula: MnBeIr4. Density: 14.857 g/cm3. Notes: JVASP-64945.
LiO,Ceramic,Oxide,Material Name: LiO. Category: Ceramic. Subcategory: Oxide. Formula: LiO. Density: 2.356 g/cm3. Notes: JVASP-86322.
USb,Unknown,,Material Name: USb. Category: Unknown. Formula: USb. Density: 10.07 g/cm3. Youngs Modulus: 109.66926833019338 GPa. Notes: JVASP-14756.
MnCoO4,Ceramic,Oxide,Material Name: MnCoO4. Category: Ceramic. Subcategory: Oxide. Formula: MnCoO4. Density: 5.456 g/cm3. Notes: JVASP-47529.
LaAlH6,Metal,Non-Ferrous,Material Name: LaAlH6. Category: Metal. Subcategory: Non-Ferrous. Formula: LaAlH6. Density: 3.657 g/cm3. Notes: JVASP-91520.
Rb2MnCl6,Ceramic,Mixed,Material Name: Rb2MnCl6. Category: Ceramic. Subcategory: Mixed. Formula: Rb2MnCl6. Density: 3.167 g/cm3. Youngs Modulus: 25.48493514238855 GPa. Notes: JVASP-22670.
Ag2F5,Ceramic,Mixed,Material Name: Ag2F5. Category: Ceramic. Subcategory: Mixed. Formula: Ag2F5. Density: 5.311 g/cm3. Notes: JVASP-97623.
CeTiO3,Ceramic,Oxide,Material Name: CeTiO3. Category: Ceramic. Subcategory: Oxide. Formula: CeTiO3. Density: 6.466 g/cm3. Notes: JVASP-49836.
Te2MoWSeS,Ceramic,Mixed,Material Name: Te2MoWSeS. Category: Ceramic. Subcategory: Mixed. Formula: Te2MoWSeS. Density: 6.082 g/cm3. Youngs Modulus: 4.124076923076923 GPa. Notes: JVASP-28959.
LiSiCu2,Ceramic,Mixed,Material Name: LiSiCu2. Category: Ceramic. Subcategory: Mixed. Formula: LiSiCu2. Density: 5.558 g/cm3. Notes: JVASP-15810.
